MaterialNumber,Sales,CoGS
569331 006992314868,NA,NA
569999 006840402868,88.64,105.67
569401 006663320868,NA,NA
569311 006840394868,103.69,77.03
569401 005578361868,NA,NA
569351 006926689868,NA,NA
569311 006840367868,112.56,99.79
569301 008370195679,83.69,241.38
569301 005895620868,109.9,170.12
569331 006992322868,45.15,72.09
569301 008370186679,121.35,174.74
569301 008370221679,NA,NA
569291 008370229679,122.39,147.04
569291 008370251679,177.56,130.41
569291 006896365868,121.72,153.2
569301 008370213679,NA,NA
569401 007737987868,134.04,154.08
569401 006672161868,50.57,137.49
569401 007955569868,135.45,79.22
569291 006896383868,NA,NA
569401 007243774868,135.65,242.32
569401 007113060868,143.53,117.76
569401 007242546868,126.19,188.16
569401 006750546868,110.71,56.32
NA 006979809868,NA,NA
569341 005894573868,NA,NA
569401 007103713868,NA,NA
569401 007243744868,126.33,211.93
569401 006672080868,100.07,101.78
569341 006300594868,89.44,135.83
569401 006672088868,79.03,123.46
569401 006672153868,36.38,140.72
569356 006367206868,NA,NA
569311 006588016868,70.72,106.67
569341 005894555868,NA,NA
569301 005895604868,97.24,87.77
569341 006587101868,115.29,66.21
569311 006587992868,101.28,66.39
569401 007243798868,64.21,123.17
569341 006588000868,119.11,125.45
569401 007243747868,102.56,170.21
569416 008257404868,100.53,197.67
NA 003006326696,NA,NA
NA 003377676868,NA,NA
NA 003377784868,NA,NA
NA 003377800868,NA,NA
NA 003379303868,NA,NA
569422 003380524868,435065.81,582992.85
NA 003507042868,NA,NA
NA 003508870868,NA,NA
NA 003510366868,NA,NA
569251 003533525868,257569.87,77145.63
569251 003538599868,161225.17,14324.09
NA 004406680868,NA,NA
NA 004467353868,NA,NA
569422 004474554868,64924.85,25954.48
NA 004565422868,NA,NA
NA 004648568868,NA,NA
NA 004648700868,NA,NA
NA 004655705868,8178469.24,1094146.34
NA 004684990868,NA,NA
NA 004684998868,NA,NA
NA 004723024868,NA,NA
NA 004730362868,NA,NA
569341 004731932868,NA,NA
569401 004744067868,394817.57,558032.54
NA 004787700868,NA,NA
NA 004801806868,NA,NA
569999 004801815868,NA,NA
NA 004802928868,NA,NA
NA 004807620868,NA,NA
569401 004855268868,NA,NA
569351 004860224868,NA,NA
569401 004878327696,NA,NA
NA 004883199868,NA,NA
NA 004883242868,NA,NA
NA 004925258868,NA,NA
NA 004927680868,5442657.46,936153.87
569401 004944868868,NA,NA
NA 004957185868,NA,NA
NA 004957203868,NA,NA
569301 004957211868,NA,NA
569311 004957940868,NA,NA
569401 005004470868,16352.74,99060.67
569261 005005145681,NA,NA
569261 005005145714,NA,NA
569261 005005145758,NA,NA
NA 005005145868,NA,NA
569261 005005163681,NA,NA
569261 005005163714,NA,NA
NA 005005163868,NA,NA
NA 005005353868,NA,NA
NA 005005369868,NA,NA
569311 005029357868,7779263.35,470079.1
NA 005033839868,NA,NA
569331 005038104868,NA,NA
NA 005040874681,NA,NA
NA 005040874714,NA,NA
NA 005040874724,NA,NA
NA 005040874728,NA,NA
NA 005040874758,NA,NA
569401 005040874868,NA,NA
NA 005040882681,NA,NA
NA 005040882714,NA,NA
NA 005040882724,NA,NA
NA 005040882728,NA,NA
NA 005040882758,NA,NA
569401 005040882868,94.58,206.31
NA 005044407681,NA,NA
569401 005044407696,NA,NA
NA 005044407714,NA,NA
NA 005044407724,NA,NA
NA 005044407728,NA,NA
NA 005044407758,NA,NA
NA 005044701681,NA,NA
569401 005044701696,NA,NA
NA 005044701714,NA,NA
NA 005044701724,NA,NA
NA 005044701728,NA,NA
NA 005044701758,NA,NA
NA 005046933868,NA,NA
NA 005054018868,NA,NA
569401 005062920868,NA,NA
569341 005091414868,NA,NA
569311 005094852868,NA,NA
569301 005094868868,NA,NA
569251 005104034868,1602186.71,146286.65
NA 005104351868,NA,NA
569301 005111647868,NA,NA
569341 005124835868,NA,NA
569311 005125505868,NA,NA
569301 005125523868,NA,NA
569301 005138436868,NA,NA
569301 005138450868,NA,NA
569401 005140233868,NA,NA
569401 005186959868,NA,NA
569401 005200150696,NA,NA
569401 005200158696,NA,NA
569401 005200166696,NA,NA
569401 005200175696,NA,NA
569251 005209289868,538396.97,108612.92
569401 005214177681,NA,NA
NA 005214177714,NA,NA
NA 005214177724,NA,NA
NA 005214177728,NA,NA
NA 005214177758,NA,NA
569401 005214177868,NA,NA
NA 005214204681,NA,NA
NA 005214204714,NA,NA
NA 005214204724,NA,NA
NA 005214204728,NA,NA
NA 005214204758,NA,NA
NA 005214204868,NA,NA
569401 005214212681,NA,NA
NA 005214212714,NA,NA
NA 005214212724,NA,NA
NA 005214212728,NA,NA
NA 005214212758,NA,NA
NA 005214212868,NA,NA
569401 005216688681,NA,NA
569401 005216688714,NA,NA
569401 005216688724,NA,NA
569401 005216688728,NA,NA
569401 005216688758,NA,NA
569401 005216688868,NA,NA
569261 005216705681,NA,NA
569401 005216705714,NA,NA
569401 005216705724,NA,NA
569401 005216705728,NA,NA
569401 005216705758,NA,NA
569401 005216705868,NA,NA
NA 005218796868,NA,NA
569401 005218805868,NA,NA
NA 005218831868,NA,NA
NA 005218839868,NA,NA
NA 005218912868,NA,NA
569422 005238243868,36606432.52,2079883.55
569422 005238255868,25717563.26,2349761.23
569311 005290967868,NA,NA
569311 005290994868,NA,NA
NA 005366147868,NA,NA
569401 005368488868,NA,NA
NA 005387377868,NA,NA
NA 005387404868,NA,NA
NA 005392567868,NA,NA
NA 005396195868,NA,NA
NA 005396213868,NA,NA
NA 005398948797,NA,NA
569401 005398948868,NA,NA
569401 005398965868,NA,NA
569401 005511535868,352.06,237878.59
569401 005511548868,1759530.98,249051.92
569341 005526955868,NA,NA
569341 005526973868,NA,NA
569251 005531371868,721576.71,273590.16
NA 005531476868,NA,NA
NA 005576579868,NA,NA
NA 005576614868,NA,NA
NA 005576668868,NA,NA
NA 005576685868,NA,NA
NA 005576792868,NA,NA
NA 005576800868,NA,NA
NA 005578319797,NA,NA
569401 005578319868,NA,NA
NA 005578327797,NA,NA
569401 005578327868,NA,NA
NA 005578353797,NA,NA
569401 005578353868,NA,NA
569401 005643256868,NA,NA
NA 005643299868,NA,NA
NA 005770334679,NA,NA
NA 005770342679,NA,NA
NA 005770349679,NA,NA
NA 005770357679,NA,NA
NA 005770384679,NA,NA
NA 005770392679,NA,NA
NA 005770400679,NA,NA
NA 005770408679,NA,NA
NA 005770416679,NA,NA
NA 005770425679,NA,NA
NA 005770443679,NA,NA
NA 005770446679,NA,NA
NA 005770455679,NA,NA
NA 005770473679,NA,NA
NA 005770562679,NA,NA
NA 005770570679,NA,NA
NA 005770578679,NA,NA
NA 005770586679,NA,NA
NA 005770595679,NA,NA
NA 005770613679,NA,NA
NA 005770621679,NA,NA
NA 005770710679,NA,NA
NA 005770718679,NA,NA
NA 005770726679,NA,NA
NA 005770735679,NA,NA
NA 005770748679,NA,NA
NA 005770756679,NA,NA
NA 005770765679,NA,NA
NA 005874367868,NA,NA
NA 005886791868,NA,NA
NA 005899451868,NA,NA
569251 005912757868,259117.26,73292.21
NA 005912792868,NA,NA
569401 005971829868,787189.04,877782.74
NA 005990032868,641469.19,267786.91
NA 006318902868,NA,NA
569251 006404577868,7390.78,5452.87
569251 006404628868,92127.3,42985.66
569281 006468618868,107.9,3002.5
569251 006468877868,39032.11,23374.48
NA 006513934679,NA,NA
NA 006550106868,NA,NA
569401 006599056868,NA,NA
NA 006672072868,NA,NA
569331 006695428868,11641295.51,2952143.75
NA 006748392868,39867.59,20242.18
NA 006767820868,NA,NA
569356 006770645868,173383.61,147883.73
569999 006981858868,964016.8,535732.75
569999 006981901868,79059.41,118722.41
569356 007009593868,463977.41,397322.02
569281 007104922868,9746769.35,681944.44
NA 007160328868,NA,NA
NA 007160336868,NA,NA
NA 007160354868,NA,NA
NA 007160362868,NA,NA
569423 007250900868,10463.3,3730.72
570241 007252271868,27271.83,13122.9
570241 007262641868,33859.96,11081.78
570331 007405031868,442998.16,570780.77
570331 007808453868,75559.97,72818.34
570331 007808461868,1170.24,6196.02
570331 007808477868,144.42,500.63
569351 007835671868,NA,NA
569351 007835687868,NA,NA
569281 007960393868,703477.14,326576.42
569281 007960409868,8570.35,8449.7
570331 007970830868,1049.69,456.5
569422 007997098868,5353.42,15634.28
569422 007997133868,98.21,531.07
569422 008039575868,2973.43,10054.77
569366 008067113868,79.58,145.51
569366 008067121868,118.19,972.44
570331 008074690868,2979.17,13565.25
570331 008120405868,339787.74,228139.12
NA 008246394868,56.22,802.39
569281 008255970868,21062745.06,1227335.62
NA 008257377868,NA,NA
NA 008263925868,NA,NA
NA 008263943868,NA,NA
NA 008263946868,NA,NA
NA 008462771868,NA,NA
NA 008463326868,97.22,607.36
NA 008471369868,NA,NA
NA 0010209283679,NA,NA
569251 0020013006696,5979975.85,914201.09
569281 007960401868,503601.82,270484.03
NA 005329785868,NA,NA
569401 005967756868,10879063.8,3978821.1
569422 007997090868,1209253.69,1576772.4
NA 005990054679,NA,NA
569401 004744094868,129329.54,404955.97
569301 007000077868,30419241.82,3824397.81
569999 004904413868,8428597.97,996669.75
569251 006748400868,10076,2107.88
569341 007003340868,69207887.68,8452638.47
569351 0020759248800,1093759.3,386369.29
569422 006529330868,443370.3,184854.21
569401 005967735868,860887.28,474899.47
569301 007001143868,52196445.62,1807525.56
569423 006525358868,222039.16,132210.1
569356 006770458868,831182.7,168285.96
569401 005971837868,54740530.26,4792345.62
569251 004554509868,3738710.19,545669.67
569401 008044621868,106325.59,7716.13
569266 007131370868,1276.78,29792.4
569422 007462500868,12087884.83,2313697.84
569401 007974811868,171718.38,658480.43
569423 005854515868,1196531.91,477310.25
569266 006699523868,1830.77,30098.71
569251 005209297868,161253.82,48886.98
569331 006992241868,650916.82,148310.27
569401 008044481868,3742.23,12419.75
569266 007004565868,2433357.08,2560126.01
569401 007000069868,6970157.69,3203002.87
569423 007250082868,936955.4,448998.15
569251 005232694868,1374445.53,122533.49
570331 007405005868,616058.35,550111.25
569301 005482787868,29188976.87,1168592.5
569356 006770615868,381536.3,164632.63
569401 005511556868,42026.53,758742.41
569356 006770544868,808941.19,273146.84
570331 007405023868,359768.91,341942.34
569999 007868315868,1510547.92,319635.86
569356 006770582868,828913.02,204222.45
569416 007950697868,884793.78,118059.87
569266 007559617868,5178504.02,662235.08
569422 005238184868,8670088.78,1590820.5
569266 007004583868,1512384.54,601567.53
569401 004406565868,3943730.49,1611681.05
569341 007001181868,44522490.57,1670497.51
569423 005987881868,1364634.94,611468.95
569999 007868333868,187748.73,268484.2
569266 005238208868,1169715.08,1136730.91
569351 004805876868,2244458.34,282044.76
569281 005238192868,562936.58,321358.85
570432 008038931868,235823.47,103040.03
569356 006770663868,396215.58,138582.69
569266 005238216868,5182863.59,1113170.84
569356 006770598868,164968.32,208243.37
569251 003503566868,1136531.29,267372.68
569311 007003324868,49012712.78,3898777.17
569356 006770633868,333785.99,295632.43
569346 006986684868,413009.82,257824.96
569999 006981866868,2289042.7,410883.42
569341 005214653868,27281690.9,1458734.64
569401 005511526868,165735.25,133868.17
569401 007003445868,653723,254526.26
569423 005987924868,440741.19,122858.13
569356 006770641868,176977.84,186910.41
569341 006981944868,18590668.97,2542867.32
569281 007462427868,535302.52,334888.82
569281 005238273868,3221146.02,1932250.67
569331 007864458868,1087770.73,193886.59
569401 007003530868,249.48,163304.98
569999 004904370868,19454522.95,1323608.48
569401 008132035868,585.95,316950.23
569422 007462516868,731557.2,206173
569301 006981947868,10056704.03,791578.04
569266 006646686868,3248.36,91564.02
569356 006770517868,3454653.23,410004.73
569423 005987940868,1203494.6,325152.22
569281 005238297868,6208930.61,1730852.37
569281 006468626868,1626617.87,2401985.86
569331 006992206868,346082.73,533409.69
569266 006999848868,3854094.13,3939307.55
569351 008414542868,28371.58,6102.85
569422 005238225868,16677670.18,916780.61
569422 005238246868,17362190.97,1373890.74
569999 006981875868,1111963.64,615562.87
569999 006981893868,2821433.22,584203.88
569281 005238324868,12208825.17,1650257.18
569401 007001414868,1521.65,1087233.92
569281 007104914868,6792906.31,675814.12
569341 008795337868,1567822.12,135551.03
569401 008092195868,8623481.36,833161.54
569401 007003471868,2186044.33,454626.84
569401 007003433868,3879470.88,652432.85
569401 008092229868,3790946.91,1057811.65
569401 007003415868,305.76,779871.46
569999 007003374868,20793246.2,1045017.96
569266 006999883868,5301979.22,7748840.31
569422 005238200868,4821577.73,1543420.22
569266 006999856868,1723755.44,2043910.24
569999 007001232868,5157871.05,1487658.95
569281 008019795868,1348603.87,384278.62
569999 007003382868,1336744.76,597623.97
569401 007003463868,156214.88,510021.27
569346 006986619868,4191188.44,928234.34
569281 007462411868,9229763.54,2098018.32
569301 005534609868,41112356.75,4413767.2
569351 007547157868,607.59,4888.01
569401 007001262868,210.21,983921.73
569401 007001519868,192.1,666312.99
569422 004394198868,1964032.61,1028809.77
569311 006981909868,9804333.21,1044594.18
569401 007003390868,1976916.3,465630.19
569401 007001379868,198.48,1059413.84
569999 006981917868,2100608.74,1498516.69
569401 007003406868,968385.41,347258.3
569356 007951034868,265094.13,296855.42
569266 006999891868,3430163.05,3389281.37
569401 007000053868,21954119.69,1732940.9
569311 004896915868,52267590.18,6036954.32
569401 007000061868,34865221.2,4188709.21
569999 007000112868,6005059.11,7229455.71
569266 003340273868,470954.05,258099.49
569266 003340281868,13381.91,25356.46
NA 003353386868,NA,NA
NA 003355148868,NA,NA
569422 003380357868,2436.35,7556.82
NA 003538607868,NA,NA
NA 003604861868,NA,NA
569356 003613779868,NA,NA
NA 003736855868,NA,NA
NA 004474621868,NA,NA
NA 004474629868,NA,NA
NA 004707769679,NA,NA
NA 004707777679,NA,NA
NA 004707804679,NA,NA
NA 004707812679,NA,NA
NA 004707820679,NA,NA
NA 004707828679,NA,NA
NA 004707836679,NA,NA
NA 004707850679,NA,NA
NA 004707866679,NA,NA
NA 004707875679,NA,NA
NA 004707893679,NA,NA
NA 004707901679,NA,NA
NA 004707909679,NA,NA
NA 004707917679,NA,NA
NA 004707944679,NA,NA
NA 004707998679,NA,NA
NA 004708015679,NA,NA
NA 004708033679,NA,NA
NA 004708041679,NA,NA
NA 004708045679,NA,NA
NA 004708071679,NA,NA
NA 004708079679,NA,NA
NA 004708114679,NA,NA
NA 004708122679,NA,NA
NA 004708130679,NA,NA
NA 004774819868,NA,NA
NA 004860655868,NA,NA
NA 004866155679,NA,NA
NA 004866181679,NA,NA
NA 004866189679,NA,NA
NA 004866321868,NA,NA
NA 004866616868,NA,NA
NA 004879416679,NA,NA
NA 004879578679,NA,NA
NA 004879586679,NA,NA
NA 004879595679,NA,NA
NA 004879613679,NA,NA
NA 004886004679,NA,NA
NA 005053716868,NA,NA
NA 005057547868,3589.3,830.82
569281 005172831868,4106373.95,4390447.86
NA 005203905868,NA,NA
NA 005208096868,NA,NA
NA 005209273868,NA,NA
569251 005209324868,2736.54,780.49
569251 005209332868,NA,NA
569341 005214639868,109702835.17,15054988.91
569251 005232667868,NA,NA
NA 005232702868,343054.44,212818.3
NA 005238281868,NA,NA
NA 005238289868,NA,NA
NA 005293158868,NA,NA
NA 005293175868,NA,NA
569356 005355239868,235173.78,52257.47
NA 005396988868,NA,NA
NA 005428367868,NA,NA
NA 005482763868,NA,NA
NA 005507247868,NA,NA
NA 005531430868,NA,NA
NA 005531511868,NA,NA
NA 005752412868,NA,NA
NA 005890430868,NA,NA
NA 005890438868,NA,NA
NA 005890452868,NA,NA
NA 005890460868,NA,NA
NA 005890468868,NA,NA
NA 005890476868,NA,NA
569341 005925813868,1877760.16,489494.82
569999 005966633868,6932.88,384331.29
NA 005987855679,NA,NA
NA 006357063868,NA,NA
NA 006373314679,NA,NA
NA 006404539868,NA,NA
NA 006404612868,NA,NA
NA 006404650868,156201.4,68865.45
NA 006473808868,-1.49,70.1
NA 006498946868,NA,NA
NA 006498973868,NA,NA
NA 006637857868,NA,NA
NA 006651535868,NA,NA
NA 006689811868,NA,NA
NA 006691674868,NA,NA
NA 006748408868,NA,NA
NA 006770547868,NA,NA
NA 006770606868,NA,NA
NA 006784101868,NA,NA
NA 006873217868,NA,NA
NA 007075658868,NA,NA
NA 007075701868,NA,NA
570241 007262633868,1235.67,8323.54
569251 007340810868,136847.16,75428.95
570331 007344235868,24031937.85,8312262.82
570331 007344256868,10843121.39,5780155.98
NA 007457290868,20741.41,10231.3
570331 007457315868,304.58,2075.42
NA 007547208868,NA,NA
570331 008162449868,24218154.32,9071377.81
NA 008187254868,NA,NA
569366 008382525868,98.67,2568.37
NA 008414483868,NA,NA
569999 008690551868,30693.48,5028.78
569999 008690559868,1608.56,1201.3
569999 008690594868,112.84,843.8
NA 0020013171696,73462.26,40287.85
NA 0020013963696,NA,NA
569251 0020013968696,NA,NA
569251 0020013971696,NA,NA
NA 0020741677696,NA,NA
NA 0020741704696,NA,NA
NA 0020757094696,NA,NA
NA 0020758436696,NA,NA
NA 0020758450696,128.06,7461.75
569281 0020761759800,482.45,554.34
NA 0020761915696,NA,NA
NA 0020761934696,NA,NA
NA 0020762274696,NA,NA
NA 0021045490696,NA,NA
569421 0021045506696,851.57,3374.13
569967 007965010679,9219006.53,9989049.37
NA 007965018679,492784.95,264652.39
569967 007965048679,NA,NA
569967 008168490679,1777058.85,2021867.99
569967 008844698679,NA,NA
NA 008844690679,NA,NA
569967 008487128679,4084076.71,1767729.97
569967 008487120679,3809002.5,1593002.46
569967 008482108679,91954.18,135096.32
569967 007964994679,NA,NA
NA 008482116679,NA,NA
569967 007965002679,216587.43,192988.69
569967 008844682679,NA,NA
NA 008844644679,NA,NA
569967 008487039679,3866327.61,1517991.83
569967 008487053679,1306403.44,672428.12
569967 007964929679,1418004.08,1680756.42
569967 007964951679,360786.85,1464519.2
569967 008486891679,NA,NA
569967 008486899679,NA,NA
569967 007964959679,201186.56,385594.68
569967 007964967679,2704530.91,6405654.1
NA 008486980679,NA,NA
NA 008486988679,NA,NA
569967 006461660679,553758.22,405106.86
569967 007137990679,52964.9,70878.19
569967 007086630679,450681.17,242558.09
569967 008438568679,49640.13,86306.66
569967 008487061679,92.13,803.11
569967 008487069679,110.31,392.07
569967 008529908679,35924.43,329042.78
569967 008487136679,140.06,1275.95
569967 008487150679,72.48,184.72
569967 008487104679,106009.12,397510.71
569967 008487175679,96110.59,194053.84
569967 008487193679,52.25,40228.29
569967 008487201679,19914.69,103110.13
569967 008487217679,38208.02,184187.43
569967 008487244679,125.94,18218.3
569967 008534280679,146.25,911.26
569967 008534296679,1132.32,17134.23
569967 008487480679,97.53,121122.1
569967 007566089679,34636.06,198518.67
569967 007566081679,76296.3,111151.32
569967 007566097679,312672.3,150200.55
569967 008487158679,32407.82,98179.55
569967 008487166679,130.67,17002.33
569967 007905042679,78.56,18066.92
570051 004627757694,284413.77,34051.17
570051 004627757697,2144984.59,464825.26
570051 004627757748,284135.49,264846.5
570051 004627757848,107772.65,18436.21
570051 004627757852,270741.86,40535.73
570051 004840083679,14782934.55,2571956.35
570051 004840320679,2987183.49,800768.84
570121 004903471868,1289163.36,1234765.27
570121 004903487868,1031466.08,964400.75
570121 004992652679,103.15,153.14
570121 004992660679,66.88,95.9
570051 005023882679,416442.79,751876.94
570122 005062648679,3441366.55,12536841.98
570051 005532544838,77487.57,129111.6
569611 006677414679,371243.35,188335.6
569611 006677519679,29.56,124.18
569611 006677549679,7250.26,7286.59
569611 006677557679,NA,NA
569611 006677584679,57.17,141.61
NA 006706778679,404.53,499.03
NA 006706894679,498.46,246.49
NA 007213186681,470061.69,569238.65
570051 007213186852,20727.14,22122.21
570051 007213186868,1991489.87,2174074.09
570051 007240289868,274453.86,152724.1
NA 007406724681,3918830.65,1763491.16
570051 007406724693,127097.93,35640.93
570051 007406724694,2970518.6,892408.28
570051 007406724696,126881.13,43432.12
570051 007406724697,1692182.76,891102.34
570051 007406724715,79713.21,109650.04
570051 007406724848,779050.11,205117.25
570051 007406724852,41976.99,17376.69
570122 007674062868,597584.34,2775677.63
570051 007732297838,10962839.13,2159970.83
570121 007753454679,72.53,399.14
570121 007753470679,87.13,544.98
570122 008379169868,71889.57,634513.79
570051 008411138838,122.44,148053.58
570051 008411138868,291883.42,345204.31
NA 0011404358679,381.76,1499.09
569261 005203226679,5980256.79,3630126.11
569261 005526590679,7852833.17,7105355.88
569261 005415067679,897722.1,1045567.87
570221 006543434679,5292655.22,3210809.19
570221 005017623679,17836885.79,7343494.18
570221 005017588679,7966047.92,3176851.84
570221 005818261679,13689824.98,4982276.5
570221 005017564679,495766.91,336483.73
570221 005017542679,470095.21,212435.84
570221 007292864679,3786165.09,2200472.85
570321 007344265868,1857703.74,1644610.6
569212 004909314679,959660.34,727114.93
569471 004925204679,587459.59,871555.12
569471 004531123679,5027001.03,4084781.35
569471 004779778679,1246284,1226447.62
569611 006358135679,215432.39,440558.63
569611 006358805679,303404.67,672197.49
569967 005160839679,5330903.51,8265312.69
569967 005352311679,1865831.69,4996600.73
570427 005652561679,2299701.35,1097292.58
570427 006397899679,6186160.32,2083050.71
570427 006610461679,3691467.2,1924506.18
570551 003159679679,1434832.84,1537515.78
570551 005124589679,233272.43,279819.86
570551 005124597679,104861.46,88269.99
570551 005124624679,1806087.01,2552898.09
570551 005124632679,2198084.24,3059268.28
570551 003339456679,141489.69,125787.08
570551 003339483679,423507.85,358418.91
570551 003339499679,2195034.07,2506067.59
569967 008310226679,NA,NA
569967 008370794679,143.01,3666.86
569254 005267576679,3282983.31,2020281.02
569792 006919604679,7342901.79,10483626.6
569373 006398845679,63934088.85,4354513.4
569803 005281636679,6731136.18,1060328.68
569375 005356300679,15258796.28,4364521.79
569433 005642645679,84330.18,440035.2
569803 005415094679,5208197.82,625143.75
569803 006524253679,1778933.81,414202.05
569803 005281744679,2507033.88,420842.11
569803 008312162679,1229652.64,275165.05
569802 007360633679,-1577.3,570167.98
569375 005269114679,8837366.11,1901461.27
569433 008321177679,459011.98,97086.6
569803 005281658679,855492.66,218167.19
569375 005253280679,3625601.81,1375658.18
569376 005275855679,10078991.47,701735.05
NA 005246284679,4164.45,37723.95
569803 005281604679,2450148.77,177768.72
569803 005281693679,744108.84,236702.61
569374 008037475679,1253103.55,223761.23
569375 005253513679,30964.02,251418.98
569793 006470718679,5423590.87,2497196.57
569375 006398863679,2315259.12,732817.08
569374 007864590679,911317.62,121936.89
569792 005253521679,59037.36,88646.34
569375 005268459679,5763685,1059228.82
569374 005869406679,5697599.7,233949.35
569803 005281620679,749236.33,118719.63
569374 005280751679,6860199.84,421961.28
570396 008108913679,134278.72,39983.15
569374 005280767679,3189556.54,986717.91
569374 005280695679,3345199.66,230531.67
569433 005280856679,1264494.1,185273.28
569793 005253331679,88836.12,218886.66
569374 005269490679,2367295.57,397714.44
569374 005269444679,1953669.65,183505.87
569375 005280310679,9682835.94,1237219.21
570396 008108895679,22048.06,10616.87
569803 006524239679,326205.72,126915.36
569376 008506493679,254798.32,26040.49
569803 005281666679,308593.87,126469.35
569375 006721008679,1950464.69,307453.67
569374 005280335679,5561094.7,246282.42
569375 005269033679,881610.8,149295.94
569374 005989163679,2394696.6,243842.54
569374 007864615679,1025023.76,75383.02
569375 005269071679,6471398.98,937003.85
569374 006427968679,4653953.36,230038.28
569374 005590105679,1886300.31,204830.61
569374 005280555679,1552248.45,121906.98
569802 006546725679,5213330.92,1129713.03
NA 006598433679,21406.7,358881.69
569376 007711719679,1879529.23,34499.84
569374 005860201679,1592550.97,136036.64
569375 005253272679,152565.31,354125.6
569803 005281553679,582742.4,91372.88
569803 005281539679,539333.22,79372.36
569374 006480786679,1790107.69,187137.48
569374 006427952679,1783486.96,170329.51
569374 007010186679,1145035.35,150993.8
569254 005897007679,2226843.77,1039124.4
569792 007361167679,4781.74,101982.81
569803 005281701679,124858.55,37544.8
569803 005281569679,1041816.16,83340.27
569433 005275676679,330223.09,61155.21
569374 005280759679,5664938.67,143600.55
569253 005345069679,82363.05,402149.59
569374 005269447679,426611.61,122592.97
569433 005274362679,1133623.21,89551.31
569376 008419276679,272463.71,20145.93
569374 005281120679,593620.63,479584.47
569374 006642958679,1759240.95,278129.77
569374 005481649679,1151997.3,89587.95
569802 007097508679,4293390.33,827941.22
569374 005865294679,1232395.97,145953.01
569374 005269401679,962784.49,96731.8
569802 007536741679,1555642.6,226382.65
569374 005269417679,777820.68,78735.15
569374 005481657679,1420286.14,188951.1
569803 005281531679,636433.51,61672.78
569374 006685725679,324070.01,143498.11
569803 008434848679,694551.93,85516.17
569374 005269249679,667963.18,70191.55
569374 005280597679,767435.47,140454.09
569375 005269063679,146895.18,58844.9
NA 005413091679,12647.03,61498.91
569802 006546649679,3659478.79,290002.23
NA 005251008679,76850.43,131117.92
569374 005270264679,621913.34,99543.74
569374 005481611679,823340.81,69265.97
569803 006892450679,245431.75,49843.9
569374 005994529679,1013856.6,78076.92
569374 005270280679,553241.97,119836.12
569376 008010885679,1884470.48,72749.78
569433 005281005679,4200677.23,128846.11
569374 007396765679,1953695.55,515203.46
569374 005269350679,640493.1,59882.74
569254 006378870679,17306.16,109436.4
569803 005281612679,301096.18,48781.38
569374 005280419679,744164.15,337017.17
569374 007864598679,1086992.83,224019.96
569374 005481603679,855739.58,84095.35
569374 006448674679,516746.29,80219.07
569803 005281774679,705906.2,112555.7
569376 007422166679,6029609.35,137596.13
569983 007056328679,621949.17,159135.39
569374 005269185679,1471252.29,172952.77
569374 006506957679,670621.02,252380.91
569792 007498772679,1815.55,296595.07
569374 006366842679,2111150.37,57836.26
569374 005270339679,323573.8,196485.35
569374 005270323679,628429.85,90210.12
569375 005268437679,1362466.54,148078.97
569374 007864582679,1107263.67,77414.66
569374 005881245679,652710.65,55677.23
569376 006681417679,9324697.68,364775.72
569374 005270272679,867311.4,101724.6
569374 005989171679,957073.81,62402.68
569374 005555074679,905598.38,99472.61
569983 005272024679,2705638.96,142248.47
569376 007013916679,826577.68,15559.91
569802 007259883679,2730116.75,459609.66
569802 006546657679,4320369.15,1030397.73
569374 005555082679,707093,60141.9
569375 005282869679,161983.71,37320.22
NA 006683414679,1555.48,14601.32
569374 005939593679,641741.24,67718.57
569374 005642641679,573714.19,54496.9
569253 005426930679,6186.03,50345.2
569374 005280662679,3601154.29,126063.58
569375 005269041679,252417.22,39145.52
569376 007210507679,570238.46,15893.45
569983 005268990679,1571704.76,128447.18
569374 005270296679,249985.05,161806.13
569374 005880864679,614432.61,49362.48
569803 006651672679,729655.9,91338.4
569376 007496535679,5400057.15,92639.98
NA 005256984679,3952.26,10352.79
569810 008361458679,24347.25,1870.36
569374 005573564679,453539.7,20911.66
NA 005445319679,962.23,15249.11
569374 005269257679,468324.96,51009.57
569374 005269325679,237235.06,47410.63
NA 006672096679,14589.91,52341.03
569433 005275668679,193468.59,30965.54
569374 005270305679,458130.1,120767.13
569374 005269015679,250707.49,25557.49
569374 005280802679,292650.52,27262.29
569374 005281128679,157358.72,199217.89
569374 005269366679,251691.26,34585.26
NA 005261022679,16460.04,106433.67
569983 006917058679,467593.19,125141.48
NA 007215643679,4530.5,52038.44
569374 005269358679,266188.58,31313.74
569374 005907635679,1515570.08,72335.48
569433 005909473679,1839784.42,183961.82
569374 006427480679,9542.28,8874.03
569374 005869433679,256121.62,27001.09
569792 007498780679,21179.93,116923.08
569374 006480770679,568713.84,199049.84
569374 005269284679,319682.18,40952.35
NA 006319177679,3337.15,22704.95
569433 007477489679,1558209.38,94368.94
NA 005457941679,34490.64,154336.05
NA 006601861679,8598.67,90631.17
NA 005253323679,1260.06,6960.57
569374 005481619679,22559.76,9393.89
569374 006376754679,408141.22,47324.32
569433 005281023679,964206.47,38727.6
569433 006545766679,590921.66,35475.16
569792 007791107679,163.71,32051.26
569374 005270288679,227616.89,64487.25
NA 005691170679,104.67,13954.25
569433 005281031679,960509.26,34324.35
